quad,stand,year,month,day,stand_size,AULPAL,BRASAL,CERPUR,DICPOL,DICSCO,DITFLE,DREUNC,EURPUL,HYLSPL,ORTFLA,PLESCH,POHNUT,POLJUN,POLPIL,PTICIL,PTIPUL,PTICC,SPLSPP,TETANG,TOMNIT,CETCUC,CETERI,CETNIV,CLAMIT,CLARAN,CLASTE,CLAAMA,CLACAP,CLACAR,CLACEN,CLACHL,CLACOC,CLACON,CLACOR,CLACRP,CLACRT,CLAGON,CLAGRA,CLAMUL,CLAPHY,CLAPYX,CLASQU,CLASUB,CLAUNC,CLAVER,LECGRA,PELAPH,PELMAL,PELPUL,PELRUF,STEALP,BRYSPP,CETHAL,CETPIN,EVEMES,HYPPHY,PARELE,PARSUL,PARAMB,PARHYP,PLAGLA,USNSPP,POLCOM
7B,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0.5,0,35,0,0,0.1,0.1,0,0,0.5,0.5,0,1,0,0.1,0.5,8,0,0,0.1,0,0,2,0.1,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
7D,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.1,0,3,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0,10,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0.1,0,0.1,NA
7F,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
7H,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0.1,0,35,0,0,1,0,0,0,0.5,0.5,0,0.5,0,0.5,0.1,6,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
7J,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0.5,0,1,0,0.1,0.1,15,0.1,0,0.1,0,0,0,0.1,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,NA
9B,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.1,0,8,0,0,0.5,0,0,0,0.1,0.5,0,0.5,0,0.5,0,2,2,0,0,0,0,1,0.1,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
9D,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.1,0,40,0,0,0,0,0,0.1,0.1,1,0.1,0.5,0,0.1,0,10,0.5,0,0,0,0,2,0.1,0.5,0,6,0,0,0,0,0.1,0.5,0,0,0,0,0.1,0.1,0,0.1,NA
9F,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.5,0,4,0,0,0.5,0.1,0,0,0.1,0.1,0,0.1,0,0,0.1,2,0.5,0,0.1,0,0,0,0,0,0,3,0,0,0,0,0.1,0.1,0,0,0,0,0.5,0,0,0,NA
9H,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.5,0,20,0,0.5,0,0,0,0,0.1,1,0,0.5,0,0,0.1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,NA
9J,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,25,0,0,0.5,0,0,0,2,0.5,0,0.1,0,0.5,0,4,0,0,0.5,0,0,0.5,0.1,3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1B,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,12,0,0.1,1,0,0,0,0.1,0.5,0,0.5,0,0,0.1,4,0.5,0,0.1,0,0,0,0.1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1D,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,22,0,0,0,0,0,0,0.1,0.5,0,0.5,0,0,0.1,4,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
1F,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0.5,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,NA
1H,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.1,0,3,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
1J,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.5,0,7,0,0,0.5,0,0,0,0.1,1,0,1,0,0,0.1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3B,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.1,0,10,0,0,0,0,0,0,0.5,0.5,0.1,0.5,0,0,0.1,5,0,0,1,0,0,0.5,0.1,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3D,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.1,0,6,0,0,0,0,0,0,0.1,0.5,0,0.5,0,0,0,2,0,0,0,0,0,0,0.1,0,0,4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3F,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0.5,0,8,0,0,0.1,0,0,0,0.1,0.5,0,0.5,0,0,0.1,1,0,0,0.1,0,0,0,0.1,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3H,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3J,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,12,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0,0,0.1,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
5B,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0.1,0,3,0,0,0.5,0,0,0,0.5,0.5,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5D,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.1,0,3,0,0.1,0,0,0,0,0.1,0.5,0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA
5F,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,NA
5H,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0.1,0,0,0.1,0.1,0,1,0,0,0,5,0,0,0.1,0,0,0.5,0.1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5J,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.5,0,10,0,0,0,0,0,0.1,0.5,2,0,0.5,0,0,0.1,12,0,0,0,0,0,0,0.1,0,0,3,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,NA
7B,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.5,0,30,0,0,0,0,0.1,0,0.5,1,0,1,0,0,0.5,10,0,0,1,0,0,2,0.1,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
7D,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.1,NA
7F,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
7H,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.1,0,30,0,0.5,0,0,0,0.1,1,0.5,0,0.5,0,0,0,7,0,0,0.5,0,0,0.5,0.1,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
7J,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0.1,0,8,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0.1,15,0,0,0,0,0,0,0.5,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
9B,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,12,0,0,0,0,0,0,0.1,0.5,0,0.5,0,0,0.1,3,0,0,0,0,0,2,0.1,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
9D,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,25,0,0,0,0.1,0,0,0,1,0,0.5,0,0,0.1,10,0,0,0,0,0,2,0.1,0,0,20,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,NA
9F,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.1,0,5,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0.1,1,0,0,0.1,0,0,0,0,0,0,8,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
9H,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,6,0,0.5,0,0,0,0,0.1,0.5,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,NA
9J,FS,1984,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.5,0,20,0,0,0.1,0,0,0,0.5,1,0.1,0.1,0,0,0,3,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1B,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0,0.1,0,95,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0.1,1,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1D,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,35,0.5,0,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0.5,0.5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
1F,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,85,0.1,0,0.5,0,0,0,0,0.1,0,0.1,0,0,0.5,0.5,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1H,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,75,0.1,0,0,0,0,0,0,0.5,0,0.1,0,0,0.5,0.5,1,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA
1J,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0.5,35,0.1,0,0,0,0,0,0.1,0,0,0.5,0,0,0.5,0.5,2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,NA
3B,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.5,60,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,NA
3D,JS,1984,5,12,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,40,0,0.5,0,0,0,0,0.5,0.5,0,0.1,0,0,0.1,1,0.5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
3F,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,70,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,2,0.5,0,0,0,0,3,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3H,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,30,0,0.1,0,0,0,0,0,0.5,0,0,0,0,0.1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
3J,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0.1,70,0.5,1,0,0,0,0,0.1,0,0,0.1,0,0,0.1,1,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,NA
5B,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0.1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
5D,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
5F,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,45,0,0,0,0,0,0,0.5,0.1,0,0.1,0,0,0.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,NA
5H,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.1,0,11,0.1,0,0,0,0,0,0.5,0.1,0,0.1,0,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5J,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0.1,70,0.1,0.5,0.5,0,0,0,0.1,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
7B,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,45,0,1,0,0,0,0,0.1,0.5,0,0.5,0,0,1,2,4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7D,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,40,0.5,2,0,0,0,0,0.5,0.5,0,0,0,0,0.5,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,NA
7F,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,40,0.1,1,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,NA
7H,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,90,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7J,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,80,0.1,1,0,0,0,0,0.5,0,0.1,0.1,0,0,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
9B,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,90,0.1,2,0,0,0,0,0,0,0,0.1,0,0,0.1,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
9D,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0.5,25,0,0,0,0.1,0,0,0.5,0.5,0,0,0,0,0.1,0.1,0.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
9F,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,80,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9H,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.1,0,60,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,1,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
9J,JS,1984,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,75,0.5,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1B,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.1,0,95,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0.1,0.5,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1D,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,40,0.5,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0.5,0.5,1,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,NA
1F,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,85,0.1,0.5,0.5,0,0,0,0.1,0.1,0,0.1,0,0,0.1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
1H,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,75,0.1,0.5,0,0,0,0.1,0.1,0.5,0,0.1,0,0,0.5,1,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
1J,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0.5,40,0,0,0,0,0,0,0.1,0,0.5,0.1,0,0,0.5,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.5,0.1,0,0,NA
3B,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,60,0.1,0.5,0,0,0,0,0.1,0,0.5,0.1,0,0,0.1,1,0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
3D,JS,1984,8,15,5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,40,0,0.5,0,0,0,0,0.5,0.5,0,0.1,0,0,0.1,1,0,0.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
3F,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,65,0,0,0,0,0,0,0.1,0.5,0,0.5,0,0,0,2,0.1,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3H,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,25,0,0,0,0,0,0,0.1,0.5,0,0.1,0,0,0.1,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
3J,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0.1,75,0.1,0,0,0,0.5,0.1,0,0.1,0,0,0.1,1,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,0,0,0,0.1,0,0,0,0,0.5,0,0,0,NA
5B,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,80,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
5D,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,50,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0.1,0,0,0,12,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA
5F,JS,1984,8,15,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,40,0,0,0,0.1,0,0,0.5,0.1,0,0.5,0,0,0.5,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,NA
5H,JS,1984,8,15,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,12,0.1,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5J,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.1,65,0,0.5,0,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0.5,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
7B,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.1,0,40,0,0.5,0,0,0,0.1,0.1,0.5,0,1,0,0,0.5,5,0,0.5,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7D,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,0,0,0,0,0.5,0.5,0.1,0.1,0,0,0.5,1,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,NA
7F,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,45,0.1,1,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,NA
7H,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,80,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0.5,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7J,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,70,0.1,1,0,0,0,0,0.1,0,0,0,0,0,0.5,1,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
9B,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,85,0.1,2,0,0,0,0,0,0,0,0.1,0,0,0.1,0.5,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
9D,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,25,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.1,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0.5,0,0,0,NA
9F,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,90,0.1,1,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9H,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0.1,0.5,0,0.5,0,0,0.1,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
9J,JS,1984,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,70,0.5,0.5,0.5,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
1B,LF,1984,5,12,5,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,70,0.1,0.5,0,0,0,0,0.1,0,0,0.1,0,0,0,1,0,0.1,0,0,0,1,0,0,0,3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
