component,sample_date,biomass,stand
structural,1983-09-07,2,2
male_cones,1983-09-07,0.24,2
female_cones,1983-09-07,0,2
total_litter,1983-09-07,5.76,2
pine_needles,1983-10-07,9.49,2
spruce_needles,1983-10-07,0,2
fir_needles,1983-10-07,0,2
alder_leaves,1983-10-07,17.21,2
aspen_leaves,1983-10-07,0.22,2
structural,1983-10-07,6.84,2
male_cones,1983-10-07,0.08,2
female_cones,1983-10-07,0.16,2
total_litter,1983-10-07,30.72,2
pine_needles,1983-11-07,11.33,2
spruce_needles,1983-11-07,0,2
fir_needles,1983-11-07,0,2
alder_leaves,1983-11-07,1.85,2
aspen_leaves,1983-11-07,0,2
structural,1983-11-07,1.22,2
male_cones,1983-11-07,0.04,2
female_cones,1983-11-07,0.01,2
total_litter,1983-11-07,13.42,2
pine_needles,1984-05-07,11.2,2
spruce_needles,1984-05-07,0,2
fir_needles,1984-05-07,0,2
alder_leaves,1984-05-07,1.11,2
aspen_leaves,1984-05-07,0.11,2
structural,1984-05-07,8.23,2
male_cones,1984-05-07,0.17,2
female_cones,1984-05-07,7.65,2
total_litter,1984-05-07,22.34,2
pine_needles,annual_mean,53.03,2
spruce_needles,annual_mean,0,2
fir_needles,annual_mean,0,2
alder_leaves,annual_mean,23.18,2
aspen_leaves,annual_mean,0.33,2
structural,annual_mean,31.68,2
male_cones,annual_mean,6.95,2
female_cones,annual_mean,7.82,2
total_litter,annual_mean,104.7,2
pine_needles,1983-06-07,4.72,3
spruce_needles,1983-06-07,0,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0.72,3
aspen_leaves,1983-06-07,0,3
structural,1983-06-07,1.96,3
male_cones,1983-06-07,0.84,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,8.24,3
pine_needles,1983-07-02,16.24,3
spruce_needles,1983-07-02,0,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0,3
aspen_leaves,1983-07-02,0,3
structural,1983-07-02,3.8,3
male_cones,1983-07-02,6,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,26.04,3
pine_needles,1983-08-07,24.44,3
spruce_needles,1983-08-07,0,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,0.64,3
aspen_leaves,1983-08-07,0,3
structural,1983-08-07,24.16,3
male_cones,1983-08-07,3.44,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,52.68,3
pine_needles,1983-09-07,20.52,3
spruce_needles,1983-09-07,0,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,4.56,3
aspen_leaves,1983-09-07,0,3
structural,1983-09-07,14.36,3
male_cones,1983-09-07,0.48,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,39.92,3
pine_needles,1983-10-07,24.84,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,1.52,3
aspen_leaves,1983-10-07,0,3
structural,1983-10-07,16.44,3
male_cones,1983-10-07,0.16,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,42.96,3
pine_needles,1983-11-07,37.56,3
spruce_needles,1983-11-07,0,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,0.92,3
aspen_leaves,1983-11-07,0,3
structural,1983-11-07,2.48,3
male_cones,1983-11-07,0.08,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,41.04,3
pine_needles,1984-05-07,76.52,3
spruce_needles,1984-05-07,0,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,0,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,22.08,3
male_cones,1984-05-07,0.36,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,98.96,3
pine_needles,annual_mean,204.84,3
spruce_needles,annual_mean,0,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,8.36,3
aspen_leaves,annual_mean,0,3
structural,annual_mean,85.28,3
male_cones,annual_mean,11.36,3
female_cones,annual_mean,0,3
total_litter,annual_mean,309.84,3
pine_needles,1983-06-07,7.44,3
spruce_needles,1983-06-07,1,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,1.96,3
aspen_leaves,1983-06-07,0,3
structural,1983-06-07,2.68,3
male_cones,1983-06-07,1.36,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,14.44,3
pine_needles,1983-07-02,15,3
spruce_needles,1983-07-02,0.56,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0.84,3
aspen_leaves,1983-07-02,0,3
structural,1983-07-02,2.12,3
male_cones,1983-07-02,4.88,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,23.4,3
pine_needles,1983-08-07,29.96,3
spruce_needles,1983-08-07,0.36,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,3.56,3
aspen_leaves,1983-08-07,0,3
structural,1983-08-07,54.6,3
male_cones,1983-08-07,3.4,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,91.88,3
pine_needles,1983-09-07,25.72,3
spruce_needles,1983-09-07,0,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,26.44,3
aspen_leaves,1983-09-07,0,3
structural,1983-09-07,13.44,3
male_cones,1983-09-07,1.08,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,66.68,3
pine_needles,1983-10-07,15.08,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,25.44,3
aspen_leaves,1983-10-07,0,3
structural,1983-10-07,0.4,3
male_cones,1983-10-07,0,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,40.92,3
pine_needles,1983-11-07,19.12,3
spruce_needles,1983-11-07,6.4,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,5,3
aspen_leaves,1983-11-07,0,3
structural,1983-11-07,4.2,3
male_cones,1983-11-07,0.04,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,34.76,3
pine_needles,1984-05-07,59.76,3
spruce_needles,1984-05-07,8.52,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,3.8,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,13.12,3
male_cones,1984-05-07,0.4,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,85.6,3
pine_needles,annual_mean,172.08,3
spruce_needles,annual_mean,16.84,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,67.04,3
aspen_leaves,annual_mean,0,3
structural,annual_mean,90.56,3
male_cones,annual_mean,11.16,3
female_cones,annual_mean,0,3
total_litter,annual_mean,357.68,3
pine_needles,1983-06-07,6.8,3
spruce_needles,1983-06-07,0,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0.32,3
aspen_leaves,1983-06-07,0,3
structural,1983-06-07,1.72,3
male_cones,1983-06-07,0.6,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,9.44,3
pine_needles,1983-07-02,14.6,3
spruce_needles,1983-07-02,0,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0,3
aspen_leaves,1983-07-02,0,3
structural,1983-07-02,0,3
male_cones,1983-07-02,6.16,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,20.76,3
pine_needles,1983-08-07,30.64,3
spruce_needles,1983-08-07,0,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,3.48,3
aspen_leaves,1983-08-07,0,3
structural,1983-08-07,59.52,3
male_cones,1983-08-07,4.12,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,97.76,3
pine_needles,1983-09-07,24.32,3
spruce_needles,1983-09-07,0,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,4.56,3
aspen_leaves,1983-09-07,0,3
structural,1983-09-07,25.84,3
male_cones,1983-09-07,0.36,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,55.08,3
pine_needles,1983-10-07,13.28,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,35.28,3
aspen_leaves,1983-10-07,0,3
structural,1983-10-07,0.92,3
male_cones,1983-10-07,0.04,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,49.52,3
pine_needles,1983-11-07,30.4,3
spruce_needles,1983-11-07,0,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,1.8,3
aspen_leaves,1983-11-07,0,3
structural,1983-11-07,14.84,3
male_cones,1983-11-07,0.04,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,47.08,3
pine_needles,1984-05-07,64.92,3
spruce_needles,1984-05-07,0.04,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,0.28,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,31.2,3
male_cones,1984-05-07,0.52,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,96.96,3
pine_needles,annual_mean,184.96,3
spruce_needles,annual_mean,0.04,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,45.72,3
aspen_leaves,annual_mean,0,3
structural,annual_mean,134.04,3
male_cones,annual_mean,11.84,3
female_cones,annual_mean,0,3
total_litter,annual_mean,376.6,3
pine_needles,1983-06-07,6.12,3
spruce_needles,1983-06-07,0,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0.76,3
aspen_leaves,1983-06-07,0,3
structural,1983-06-07,5.44,3
male_cones,1983-06-07,0.48,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,12.8,3
pine_needles,1983-07-02,12,3
spruce_needles,1983-07-02,0,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0.52,3
aspen_leaves,1983-07-02,0,3
structural,1983-07-02,0,3
male_cones,1983-07-02,7.16,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,19.68,3
pine_needles,1983-08-07,34.12,3
spruce_needles,1983-08-07,0,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,1.2,3
aspen_leaves,1983-08-07,0,3
structural,1983-08-07,53.08,3
male_cones,1983-08-07,6.96,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,95.36,3
pine_needles,1983-09-07,23.12,3
spruce_needles,1983-09-07,0,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,7.16,3
aspen_leaves,1983-09-07,0,3
structural,1983-09-07,17.92,3
male_cones,1983-09-07,1.12,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,49.32,3
pine_needles,1983-10-07,16.48,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,22.88,3
aspen_leaves,1983-10-07,0,3
structural,1983-10-07,0.44,3
male_cones,1983-10-07,0,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,39.8,3
pine_needles,1983-11-07,28.44,3
spruce_needles,1983-11-07,0,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,2.32,3
aspen_leaves,1983-11-07,0,3
structural,1983-11-07,3.24,3
male_cones,1983-11-07,0.04,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,34.04,3
pine_needles,1984-05-07,75.96,3
spruce_needles,1984-05-07,0,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,0.48,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,40.44,3
male_cones,1984-05-07,0.48,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,117.36,3
pine_needles,annual_mean,196.24,3
spruce_needles,annual_mean,0,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,35.32,3
aspen_leaves,annual_mean,0,3
structural,annual_mean,120.56,3
male_cones,annual_mean,16.24,3
female_cones,annual_mean,0,3
total_litter,annual_mean,368.36,3
pine_needles,1983-06-07,4.92,3
spruce_needles,1983-06-07,0.12,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0.44,3
aspen_leaves,1983-06-07,0.04,3
structural,1983-06-07,1.52,3
male_cones,1983-06-07,0.8,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,7.84,3
pine_needles,1983-07-02,15.48,3
spruce_needles,1983-07-02,0,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0.4,3
aspen_leaves,1983-07-02,0,3
structural,1983-07-02,0,3
male_cones,1983-07-02,5.2,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,21.08,3
pine_needles,1983-08-07,25.24,3
spruce_needles,1983-08-07,0,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,0,3
aspen_leaves,1983-08-07,0,3
structural,1983-08-07,35.36,3
male_cones,1983-08-07,5.64,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,66.24,3
pine_needles,1983-09-07,26.08,3
spruce_needles,1983-09-07,0.04,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,1.56,3
aspen_leaves,1983-09-07,0,3
structural,1983-09-07,13.68,3
male_cones,1983-09-07,0.88,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,42.24,3
pine_needles,1983-10-07,17.8,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,3,3
aspen_leaves,1983-10-07,0,3
structural,1983-10-07,0.6,3
male_cones,1983-10-07,0.08,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,21.48,3
pine_needles,1983-11-07,35.64,3
spruce_needles,1983-11-07,1.44,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,1,3
aspen_leaves,1983-11-07,0,3
structural,1983-11-07,11.12,3
male_cones,1983-11-07,0.08,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,49.28,3
pine_needles,1984-05-07,59.2,3
spruce_needles,1984-05-07,2.28,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,0.08,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,58.28,3
male_cones,1984-05-07,0.6,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,120.44,3
pine_needles,annual_mean,184.36,3
spruce_needles,annual_mean,3.88,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,6.48,3
aspen_leaves,annual_mean,0.04,3
structural,annual_mean,120.56,3
male_cones,annual_mean,13.28,3
female_cones,annual_mean,0,3
total_litter,annual_mean,328.6,3
pine_needles,1983-06-07,6.6,3
spruce_needles,1983-06-07,2,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0.2,3
aspen_leaves,1983-06-07,0,3
structural,1983-06-07,11.08,3
male_cones,1983-06-07,0.8,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,20.68,3
pine_needles,1983-07-02,10.28,3
spruce_needles,1983-07-02,1.84,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0,3
aspen_leaves,1983-07-02,0,3
structural,1983-07-02,17.56,3
male_cones,1983-07-02,3.84,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,33.52,3
pine_needles,1983-08-07,25.56,3
spruce_needles,1983-08-07,1.16,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,1.08,3
aspen_leaves,1983-08-07,0,3
structural,1983-08-07,61.04,3
male_cones,1983-08-07,5.24,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,94.08,3
pine_needles,1983-09-07,18.72,3
spruce_needles,1983-09-07,0,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,4.08,3
aspen_leaves,1983-09-07,0,3
structural,1983-09-07,49,3
male_cones,1983-09-07,0.92,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,72.72,3
pine_needles,1983-10-07,10.68,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,5.24,3
aspen_leaves,1983-10-07,0,3
structural,1983-10-07,4.76,3
male_cones,1983-10-07,0.16,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,20.84,3
pine_needles,1983-11-07,17.16,3
spruce_needles,1983-11-07,11.24,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,0.76,3
aspen_leaves,1983-11-07,0,3
structural,1983-11-07,2.76,3
male_cones,1983-11-07,0.12,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,32.04,3
pine_needles,1984-05-07,42.64,3
spruce_needles,1984-05-07,10.88,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,0.88,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,30.76,3
male_cones,1984-05-07,0.4,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,85.56,3
pine_needles,annual_mean,131.64,3
spruce_needles,annual_mean,27.12,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,12.24,3
aspen_leaves,annual_mean,0,3
structural,annual_mean,176.96,3
male_cones,annual_mean,11.48,3
female_cones,annual_mean,0,3
total_litter,annual_mean,359.44,3
pine_needles,1983-06-07,5.04,3
spruce_needles,1983-06-07,0,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0,3
aspen_leaves,1983-06-07,0.12,3
structural,1983-06-07,3.64,3
male_cones,1983-06-07,0.52,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,9.32,3
pine_needles,1983-07-02,9.2,3
spruce_needles,1983-07-02,0,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0,3
aspen_leaves,1983-07-02,0.08,3
structural,1983-07-02,2.04,3
male_cones,1983-07-02,5.76,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,17.08,3
pine_needles,1983-08-07,23.2,3
spruce_needles,1983-08-07,0,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,1.4,3
aspen_leaves,1983-08-07,0,3
structural,1983-08-07,17.8,3
male_cones,1983-08-07,6.6,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,49,3
pine_needles,1983-09-07,22.24,3
spruce_needles,1983-09-07,0,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,6.6,3
aspen_leaves,1983-09-07,0,3
structural,1983-09-07,8.96,3
male_cones,1983-09-07,0.96,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,38.76,3
pine_needles,1983-10-07,20.84,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,35.76,3
aspen_leaves,1983-10-07,0,3
structural,1983-10-07,1.2,3
male_cones,1983-10-07,0,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,57.8,3
pine_needles,1983-11-07,36.92,3
spruce_needles,1983-11-07,0,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,2.84,3
aspen_leaves,1983-11-07,0.12,3
structural,1983-11-07,1.28,3
male_cones,1983-11-07,0.08,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,41.24,3
pine_needles,1984-05-07,71.64,3
spruce_needles,1984-05-07,0,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,0,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,46,3
male_cones,1984-05-07,0.36,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,118,3
pine_needles,annual_mean,189.08,3
spruce_needles,annual_mean,0,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,46.6,3
aspen_leaves,annual_mean,0.32,3
structural,annual_mean,80.92,3
male_cones,annual_mean,14.28,3
female_cones,annual_mean,0,3
total_litter,annual_mean,331.2,3
pine_needles,1983-06-07,4.92,3
spruce_needles,1983-06-07,0,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0,3
aspen_leaves,1983-06-07,0.48,3
structural,1983-06-07,5.16,3
male_cones,1983-06-07,0.76,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,11.32,3
pine_needles,1983-07-02,10.28,3
spruce_needles,1983-07-02,0,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0,3
aspen_leaves,1983-07-02,0.32,3
structural,1983-07-02,1.96,3
male_cones,1983-07-02,5.12,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,17.68,3
pine_needles,1983-08-07,20.68,3
spruce_needles,1983-08-07,0,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,0,3
aspen_leaves,1983-08-07,1.32,3
structural,1983-08-07,24.44,3
male_cones,1983-08-07,3.4,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,49.84,3
pine_needles,1983-09-07,0,3
spruce_needles,1983-09-07,0,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,0,3
aspen_leaves,1983-09-07,0,3
structural,1983-09-07,0,3
male_cones,1983-09-07,0,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,0,3
pine_needles,1983-10-07,20.6,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,1.76,3
aspen_leaves,1983-10-07,0.56,3
structural,1983-10-07,0.32,3
male_cones,1983-10-07,0.04,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,23.28,3
pine_needles,1983-11-07,34.12,3
spruce_needles,1983-11-07,0,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,1.68,3
aspen_leaves,1983-11-07,1.48,3
structural,1983-11-07,0.56,3
male_cones,1983-11-07,0,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,37.84,3
pine_needles,1984-05-07,57.24,3
spruce_needles,1984-05-07,0,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,0.88,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,12.92,3
male_cones,1984-05-07,0.24,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,71.28,3
pine_needles,annual_mean,147.84,3
spruce_needles,annual_mean,0,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,4.32,3
aspen_leaves,annual_mean,4.16,3
structural,annual_mean,45.36,3
male_cones,annual_mean,9.56,3
female_cones,annual_mean,0,3
total_litter,annual_mean,211.24,3
pine_needles,1983-06-07,4.52,3
spruce_needles,1983-06-07,0,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0,3
aspen_leaves,1983-06-07,0.72,3
structural,1983-06-07,2.08,3
male_cones,1983-06-07,0.92,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,8.24,3
pine_needles,1983-07-02,10.04,3
spruce_needles,1983-07-02,0,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0.52,3
aspen_leaves,1983-07-02,0.36,3
structural,1983-07-02,3.68,3
male_cones,1983-07-02,5.64,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,20.24,3
pine_needles,1983-08-07,17.68,3
spruce_needles,1983-08-07,0,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,0,3
aspen_leaves,1983-08-07,0.96,3
structural,1983-08-07,36.32,3
male_cones,1983-08-07,3.8,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,58.76,3
pine_needles,1983-09-07,15.96,3
spruce_needles,1983-09-07,0,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,0.08,3
aspen_leaves,1983-09-07,1.08,3
structural,1983-09-07,21.4,3
male_cones,1983-09-07,0.48,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,39,3
pine_needles,1983-10-07,20.64,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,0.48,3
aspen_leaves,1983-10-07,11.16,3
structural,1983-10-07,4.12,3
male_cones,1983-10-07,0,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,36.4,3
pine_needles,1983-11-07,35.68,3
spruce_needles,1983-11-07,0.04,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,0.48,3
aspen_leaves,1983-11-07,6.88,3
structural,1983-11-07,2.36,3
male_cones,1983-11-07,0.28,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,45.72,3
pine_needles,1984-05-07,52.2,3
spruce_needles,1984-05-07,0.08,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,0.48,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,22.84,3
male_cones,1984-05-07,0.52,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,76.12,3
pine_needles,annual_mean,156.72,3
spruce_needles,annual_mean,0.12,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,2.04,3
aspen_leaves,annual_mean,21.16,3
structural,annual_mean,92.8,3
male_cones,annual_mean,11.64,3
female_cones,annual_mean,0,3
total_litter,annual_mean,284.48,3
pine_needles,1983-06-07,5.48,3
spruce_needles,1983-06-07,0,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0.32,3
aspen_leaves,1983-06-07,0.16,3
structural,1983-06-07,3.88,3
male_cones,1983-06-07,0.68,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,10.52,3
pine_needles,1983-07-02,12.04,3
spruce_needles,1983-07-02,0,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0.04,3
aspen_leaves,1983-07-02,0,3
structural,1983-07-02,6.24,3
male_cones,1983-07-02,5.28,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,23.6,3
pine_needles,1983-08-07,18.4,3
spruce_needles,1983-08-07,0,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,4.48,3
aspen_leaves,1983-08-07,0.6,3
structural,1983-08-07,43.28,3
male_cones,1983-08-07,3.56,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,70.32,3
pine_needles,1983-09-07,20.84,3
spruce_needles,1983-09-07,0,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,3.56,3
aspen_leaves,1983-09-07,0.44,3
structural,1983-09-07,44.48,3
male_cones,1983-09-07,0.6,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,69.92,3
pine_needles,1983-10-07,22.6,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,12.48,3
aspen_leaves,1983-10-07,4.6,3
structural,1983-10-07,4.08,3
male_cones,1983-10-07,0.12,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,43.88,3
pine_needles,1983-11-07,37,3
spruce_needles,1983-11-07,0,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,4,3
aspen_leaves,1983-11-07,4,3
structural,1983-11-07,1.24,3
male_cones,1983-11-07,0.04,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,46.28,3
pine_needles,1984-05-07,74.88,3
spruce_needles,1984-05-07,0.12,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,1.32,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,135.12,3
male_cones,1984-05-07,0.48,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,211.92,3
pine_needles,annual_mean,191.24,3
spruce_needles,annual_mean,0.12,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,26.2,3
aspen_leaves,annual_mean,9.8,3
structural,annual_mean,238.32,3
male_cones,annual_mean,10.76,3
female_cones,annual_mean,0,3
total_litter,annual_mean,476.44,3
pine_needles,1983-06-07,5.66,3
spruce_needles,1983-06-07,0.31,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0.47,3
aspen_leaves,1983-06-07,0.15,3
structural,1983-06-07,3.92,3
male_cones,1983-06-07,0.78,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,11.29,3
pine_needles,1983-07-02,12.52,3
spruce_needles,1983-07-02,0.24,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0.23,3
aspen_leaves,1983-07-02,0.08,3
structural,1983-07-02,3.74,3
male_cones,1983-07-02,5.5,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,22.31,3
pine_needles,1983-08-07,24.99,3
spruce_needles,1983-08-07,0.15,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,1.58,3
aspen_leaves,1983-08-07,0.29,3
structural,1983-08-07,40.96,3
male_cones,1983-08-07,4.62,3
