Month,Year,Stand,Quad,ABBA,BEPA,PIBA,PIGL,PIMA,POTR,ALCR,AMAL,ARUV,LEGR,LODI,PRPE,ROAC,RUID,VAMY,VAVI,VIED,ACRU,ANMU,ANPA,ARNU,CARO,COCA,EPAN,FRVI,GABO,GELI,GORE,HIUM,LIBO,LIPH,MACA,MELI,ORSE,PYCH,RUPU,VIAD,VIRE,CXSI,CXRI,ELGL,ELIN,ORPU,SCPU,DRCA,EQVA,LYAN,LYCO,ORAS,SOSP,CACA,ROWO,TRBO,COTR,DITR,COST,FZSB,UNKA,ORC1,ASCI,COAU,GEBI,CXHO,CXAE,CRTE,TRHY,TAOF,RILA,2IPH,DOTR
8,1985,3,2E,0,0,9,9,0,0,5,0,0,2,0,5,2,3,1,1,0,0,0,0,13,0,0,0,0.5,0,0,0,0,11,0,17,0,1,0,0,0,0.5,0,0,0,0.1,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,2C,0,0,19,0,1,0,15,0.01,0,0,0,0,3,4,2,1,0,0,0,0,15,0,0,1,0,0.5,0,0,0,4,0,6,0,1,0,3,0,1,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,2A,0,0.5,8,9,0.5,0,11,0,0,0.1,0,0,1,2,2,0.5,0,0,0,0,11,0,1,0.1,0,0.1,0,0,0,2,0,5,0,0.5,0,0.5,0,0,0,0,0,0.1,0,0,1,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,4A,0,0,16,0,0,0,4,0.5,7,0,0,4,4,2,4,1,0,0,0,0,15,0,0.5,0,0,0.1,0,0,0,5,0,6,0,0.5,0,1,0,0.1,0,0,0,0.1,0,0,0,0.01,0,3,0.01,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,4C,0,3,11,4,0,0,9,2,0,0,0,3,3,4,3,2,0,0,0,0,15,0,0,0,0,0.1,0,0,0,2,0.01,9,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0.5,0,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,4E,0,0,14,5,0,0,7,0,0,0,0,0,6,0.5,1,0.5,0,0,0,0,10,0,0,0,0,0.1,0,0,0,2,0,6,0,0.5,0,0.5,0,0.5,0,0,0,0.1,0,0,1,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,4G,0,0,20,0,0,0,16,0,0.5,0,0,0,4,0,2,0.5,0,0,0,0,9,0,0,0,0.01,0.1,0.1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,4I,0,0,23,1,0,0,7,0,0,0,0,0,5,0.1,1,2,0,0,0,0,12,0,0,0,0,0.1,0.5,0,0,3,0,6,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,6I,0,0,5,0,0,0,30,0,0.1,8,0,0,2,0.1,2,2,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,4,0,0.5,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,6G,0,0,15,0,0,0.5,8,0,0,0,0,2,1,1,0.1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,9,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,6E,0,0.1,35,0,0,0.1,9,0,0.1,1,0,0.1,1,0.5,0.5,3,0,0,0,0,10,0,0,0,0.1,0,0,0,0,4,0,5,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,6C,0,0,25,0,0,0,15,0,0,0,0,0.5,3,2,0,2,0,0,0,0,13,0.1,0.5,0,0,0,0.1,0,0.01,12,0,8,0,0.5,0,0,0.5,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,6A,0,0,30,0,0,0,25,0,5,0.1,0,1,2,2,0.5,2,0,0,0,0,4,0.1,0,0,0,0,0.5,0,0,6,0,4,0.01,0.01,0.1,0,0,0.1,0,0,0,1,0.1,0.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,8A,0,0,20,0,0,0,15,0,0,0,0,0.5,2,1,1,1,0,0,0,0,7,0,0,0,0,0.5,0,0,0,4,0,2,0,0.5,0.01,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,8C,0,2,5,0,0.5,0,12,0,0.1,0,0,2,2,4,3,1,0,0,0,0,6,0,0,1,0,0,0,0,0,4,0,4,0,0.5,0.01,0,0,0.5,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,8E,0,1,20,0,0,0,8,0,0,0,0,0,2,2,0.1,0.5,0,0,0,0,7,0,0,0.5,0,0.1,0.1,0.01,0,6,0,6,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,8G,0,0.5,10,0,4,7,6,0,0.1,0,0,0,3,2,1,2,0,0,0,0,3,0,0,0.5,0,0.1,0.1,0,0,5,0,3,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,8I,0,0.5,15,0,0,5,4,0,0,0,0.5,0,1,0.01,0.5,4,0,0,0,0,4,0,8,0.5,0.5,0.1,0,0,0,6,0,5,0,0.1,0.1,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,4A.1,0,0,30,0,0,0,2,0.5,6,0,0,4,4,3,3,2,0,0,0,0,12,0,0.5,0,0,0.1,0,0,0,4,0,4,0,0.5,0,0,0.1,1,0,0,0,0.5,0.1,0,0,0,0,0.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,4C.1,0,4,8,3,0,0,10,0.5,0,0,0,3,2,5,3,0.5,0,0,0,0,13,0,0,0,1,0.5,0,0,0,1,0,6,0,0,0,1,0,0.5,0,0,0,1,0,0,0.1,0,0,0.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,4E.1,0,0,12,0,0,0,10,0,0,0,0,0,3,0.5,1,0.5,0,0,0,0,5,0,0,0,0,0.5,0,0,0,1,0,6,0,0.1,0.01,2,0,0.1,0,0,0,0.1,0,0,0.5,0,0.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,4G.1,0,0,40,0,0,0,30,0,0.1,0,0,0,3,0,1,1,0,0,0,0,8,0,0,0,0,0.5,0.1,0,0,3,0,1,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1985,3,4I.1,0,0,18,0.5,0,0,6,0,0,0,0,0,3,0.1,0.1,3,0,0,0,0,6,0,0,0,0,0.5,0,0,0,3,0,4,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,0A,0,0.5,13,0,0,0,4,0,0,0,0,0,1,0.5,0.1,2,0,0,0,0.1,0.5,0,0,0.1,0,0.1,0.1,0,0.1,4,0,5,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,0C,0,0.1,15,0,0,0,12,0,0,0.1,0,0,0.5,1,0.5,0.5,0,0.1,0,0,7,0.01,0.1,0.5,0,0.5,0.1,0,0,2,0,1,0,0,0,0.5,0,0.5,0,0,0,0.1,0,0,2,0,4,0,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,0E,0,0,30,3,0.5,0,6,0,0,0,0,1,0.5,0.1,1,0.1,0,0,0,0,3,0.01,0,0,0,0.1,0.01,0,0,2,0,0.5,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,0G,7,0,3,0,0,0,10,0,0,0,0,0,0.5,0.5,1,0.1,0,0,0,0,7,0,12,0,0,0.1,0,0,0,1,0,4,0,1,0,1,0,0.5,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,0I,0,0,15,2,0,0,4,0,4,0,0,0,3,0.1,1,3,0,0,0,0,8,0.1,2,0,0,0.5,0.1,0,0,2,0,4,0,0,0,0.1,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,2I,0,0.5,5,4,0,0,7,0,0,0,0,0,0.5,0,0.5,1,0,0,0,0,5,0,8,0,0,0,0,0,0,0.5,0,2,0,0.01,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,2G,0,0,8,0,0,0,8,0,0,0,0,0,2,0.1,0.5,0.5,0,0,0,0,6,0.01,0,0,0,0.01,0,0,0,2,0,1,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,2E,0,0,5,0,0,0,3,0,0,0.1,0,3,0.5,0.5,0.1,0.5,0,0,0,0,6,0,0,0,0.1,0,0,0,0.01,5,0.01,15,0,0.01,0.01,0.1,0,0.5,0,0,0,0.1,0.01,0,0.1,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,2C,0,0,30,0,0.1,0,5,0,0,0,0,0,1,3,0.5,0.5,0,0,0,0,10,0,0,0.5,0,0.5,0,0,0,3,0,1,0,1,0.01,2,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,2A,0,0.5,9,10,0,0,9,0,0,0.01,0,0,0.1,1,0.5,1,0,0,0,0,4,0,0.5,0.5,0,0.1,0,0,0,2,0,2,0,0,0,0.5,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,4A,0,0,20,0,0,0,3,0.5,10,0,0.1,4,4,2,3,0.5,0,0,0,0,12,0,0.1,0,0,1,0,0,0,5,0,7,0,0.1,0.1,0.5,0.1,0.1,0,0,0,1,0.01,0,0,0.01,0,3,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,4C,0,2,13,3,0,0,10,1,0,0,0,3,4,3,2,0.5,0,0,0,0,10,0,0,0,1,1,0,0,0,3,0,11,0,0,0,0.5,0,0.1,0,0,0,0.1,0,0,0.5,0,0.1,2,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,4E,0,0,10,6,0,0,13,0.01,0,0,0,0,3,1,1,0.1,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,8,0,0,0,1,0,0.01,0,0,0,0.1,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,4G,0,0,27,0,0,0,25,0,0.5,0,0,0,3,0.01,2,0.5,0,0,0,0,10,0,0,0,0.01,1,0.1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,4I,0,0,18,2,0,0,9,0,0,0,0,0,4,0.5,0.5,2,0,0,0.01,0,5,0,0,0,0,1,0.1,0,0,4,0,6,0,0.1,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,6I,0,0,8,2,0,0,28,0,0,5,0,0,5,0,2,1,0,0,0,0,9,0,1,0,0,0,0.1,0,0,3,0,3,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,6G,0,0,23,0,0,0.1,20,0,0,0,0,2,4,2,0.5,1,0,0,0,0,13,0,0,0.1,0,0,0,0,0,3,0,12,0,0.5,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,6E,0,0.5,25,3,0,0,18,0,0.5,4,0,0.5,4,1,1,2,0,0,0,0,15,0,0,0,0.5,0,0,0,0,3,0,8,0,0.1,0,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,6C,0,0,20,6,0,0,15,0,0,0,0,1,10,2,3,0.5,0,0,0,0,13,0.01,3,0,0,0.01,0.1,0,0.1,20,0,10,0,0.5,0,0,0.1,0.5,0,0,0,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,6A,0,0,25,0,0,0,16,0.1,5,1,0,1,6,2,3,2,0,0,0,0,8,0.01,0,0,0,0,1,0,0,12,0,11,0,0.1,0.1,0.1,0,0.5,0,0,0,0.5,0.01,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,8A,0,0,10,4,0,0,18,0,0,0,0,0,4,2,1,2,0,0,0,0,11,0,0,0,0,0.1,0.1,0,0,5,0,5,0,0.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,8C,0,3,7,3,1,0,25,0,1,0,0,3,4,3,5,2,0,0,0,0,12,0,0,1,0,0,0,0,0,10,0,5,0,0,0,0.1,0,0.1,0,0,0,0.5,0,0,0.1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,8E,0,2,20,3,0.1,0.5,9,0,0,0,0,0,2,2,1,1,0,0,0,0,11,0,0,1,0,0.1,0.5,0,0,7,0,10,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,8G,0,1,17,4,5,10,12,0,0,0,0,0,3,1,2,3,0,0,0,0,6,0,0,0.5,0,0.01,0,0,0,10,0,4,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,8I,0,1,19,0,0,3,6,0,0,0,1,0,4,0.1,1,3,0,0,0,0,9,0,10,1,0.1,0.5,0.1,0,0,5,0,10,0,0.1,0.1,0.5,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,4A.1,0,2,15,2,0,0,1,0.1,4,0,0,4,3,3,1,2,0,0,0,0,4,0,0.1,0,0,0.5,0.1,0,0,4,0,3,0,2,0.01,0.1,0.1,0.5,0,0,0,0.5,0.1,0,0,0.5,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,4C.1,0,2,15,2,0,0,5,0.5,0,0,0,1,2,3,1,0.5,0,0,0,0,7,0,0,0,0.5,0.5,0,0,0,1,0,7,0,0,0,0.5,0,0.1,0,0,0,0.5,0,0,0.1,0,0.1,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,4E.1,0,0,12,0,0,0,10,0,0,0,0,0,2,1,0.5,0.5,0,0,0,0,6,0,0,0,0,0.1,0,0,0,1,0,4,0,0.1,0.01,2,0,0.1,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,4G.1,0,0,25,0,0,0,15,0,0.1,0,0,0,3,0,1,1,0,0,0,0,8,0,0,0,0,0.1,0.1,0,0,3,0,0.5,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1985,3,4I.1,0,0.1,20,0.5,0,0,6,0,0,0,0,0,3,0.1,0.5,3,0,0,0.1,0,6,0,0,0,0,0.5,0.1,0,0,4,0,3,0,0.5,0.01,0.1,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,0A,0,1,18,0,0,0,5,0,0.5,0,0.5,0,2,1,0.1,1,0,0,0,0,0.1,0,0,0.1,0,0.1,0.1,0,0,6,0,6,0,0,0,0,0,0.1,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,0C,0,0.5,11,2,0,0,8,0,0,0.5,0,0,1,2,1,1,0,0,0,0,2,0,0.1,1,0,0.1,0,0,0,3,0,4,0,0,0,2,0,0.1,0,0,0,0,0,0,2,0,3,0,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,0E,0,0,20,10,3,0,8,0,0,0,0,1,2,0.1,0.5,0.1,0,0,0,0,0.5,0,0,0,0,0.01,0,0,0.01,1,0,2,0,0.5,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,0G,4,0,6,5,0,0,11,0,0,0,0,0,1,1,2,0.5,0,0,0,0,2,0,7,0,0,0.1,0,0,0,4,0,8,0,1,0,1,0,1,0,0,0,0.01,0,0,0,0,1,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,0I,0,0,18,5,0,0,5,0,4,0,0,0,6,0.5,2,1,0,0,0,0,3,0,4,0,0,0.1,0.1,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,2I,0,2,10,4,0,0,10,0,0,0,0,0,1,0,0.1,1,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,2G,0,0,11,8,0,0,11,0,0,0,0,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0.01,0,0,0,3,0,4,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,2E,0,0,12,0,0,0,6,0,0,2,0,4,1,1,1,0.5,0,0,0,0,3,0,0.1,0,0.1,0,0,0,0,6,0,16,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,2C,0,0,20,0,2,0,6,0,0,0,0,0,2,2,2,1,0,0,0,0,4,0,0,0.5,0,0.1,0,0,0,6,0,6,0,0.5,0,4,0,0.1,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,2A,0,3,6,12,0.1,0,9,0,0,0.5,0,0,0.5,0.5,1,0.5,0,0,0,0,0.5,0,2,0.5,0,0.1,0,0,0,2,0,4,0,0,0,0.5,0,0,0,0,0,0.1,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,4A,0,0,20,0,0,0,3,0,6,0,0,4,4,2,3,1,0,0,0,0,4,0,0.5,0,0,0.1,0,0,0,7,0,6,0,0.1,0,0,0.1,0.1,0,0,0,0.5,0.01,0,0,0.01,0,1,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,4C,0,3,8,4,0,0,5,2,0,0,0,1,3,3,3,0.5,0,0,0,0,2,0,0,0,0.5,0.1,0,0,0,2,0,9,0,0,0,0.1,0,0.1,0,0,0,0.5,0,0,0.5,0,0.01,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,4E,0,0,13,6,0,0,10,0,0,0,0,0,2,2,2,0.1,0,0,0,0,2,0,0,0,0,0.01,0,0,0,3,0,5,0,0.1,0,0.5,0,0.1,0,0,0,0.01,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,4G,0,0,17,0,0,0,11,0,1,0,0,0,4,0,2,1,0,0,0,0,3,0,0,0,0.01,0.01,0.01,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,4I,0,0,18,2,0,0,6,0,0,0,0,0,4,0.1,0.1,2,0,0,0.01,0,2,0,0,0,0,0.1,0.01,0,0,5,0,8,0,0.1,0,0,0,0.1,0,0,0,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,6I,0,0,2,0.5,0,0,8,0,0,4,0,0,2,0,1,2,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,2,0,4,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,6G,0,0,15,0,0,0.5,8,0,0,0,0,1,1,0.5,0.1,0.5,0,0,0,0,1,0,0,0.01,0,0,0,0,0,3,0,6,0,0.1,0,0.1,0,0.01,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,6E,0,0.1,30,1,0,0,7,0,0.1,0.5,0,0.1,0.5,0.1,0.1,2,0,0,0,0,1,0,0,0,0.1,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.01,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,6C,0,0,30,2,0,0,4,0,0.1,0,0,0.5,3,0.5,1,1,0,0,0,0,2,0,0.5,0,0,0,0.1,0,0,10,0,5,0,0.01,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,6A,0,0,15,0,0,0,7,0,4,0.1,0,0.5,2,0.5,0.1,1,0,0,0,0,3,0.1,0,0,0,0,0.1,0,0,7,0,6,0,0.01,0.01,0.01,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,8A,0,0,25,3,0,0,6,0,0,0,0,0,1,0.5,0.5,2,0,0,0,0,1,0,0,0,0,0.1,0,0,0,5,0,2,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1985,3,8C,0,0.5,6,1,1,0,8,0,0.5,0,0,0.5,0.5,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0.1,0.01,0,0,0.1,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
