component,sample_date,biomass,site,trap_number
structural,1984-05-03,0.12,ml,8
total_litter,1984-05-03,8.64,ml,8
alder_leaves,1983-10-06,0,ml,8
alder_leaves,1984-05-03,0,ml,8
pine_needles,1983-06-01,4.52,ml,9
male_cones,1983-06-01,0.16,ml,9
structural,1983-06-01,0.44,ml,9
total_litter,1983-06-01,5.12,ml,9
pine_needles,1983-06-29,13.68,ml,9
male_cones,1983-06-29,2.76,ml,9
structural,1983-06-29,2.68,ml,9
total_litter,1983-06-29,19.12,ml,9
pine_needles,1983-08-04,9.28,ml,9
male_cones,1983-08-04,3.28,ml,9
structural,1983-08-04,2.76,ml,9
total_litter,1983-08-04,15.32,ml,9
pine_needles,1983-08-23,3.04,ml,9
male_cones,1983-08-23,0.2,ml,9
structural,1983-08-23,1.12,ml,9
total_litter,1983-08-23,4.36,ml,9
pine_needles,1983-09-07,1.76,ml,9
male_cones,1983-09-07,0.04,ml,9
structural,1983-09-07,0.04,ml,9
total_litter,1983-09-07,1.84,ml,9
pine_needles,1983-09-21,12.84,ml,9
male_cones,1983-09-21,0.08,ml,9
structural,1983-09-21,1.28,ml,9
total_litter,1983-09-21,14.2,ml,9
pine_needles,1983-10-06,16,ml,9
male_cones,1983-10-06,8.04,ml,9
structural,1983-10-06,2.64,ml,9
total_litter,1983-10-06,26.68,ml,9
pine_needles,1984-05-03,49.76,ml,9
male_cones,1984-05-03,0.04,ml,9
structural,1984-05-03,5.04,ml,9
total_litter,1984-05-03,54.84,ml,9
alder_leaves,1983-10-06,0,ml,9
alder_leaves,1984-05-03,0,ml,9
pine_needles,1983-06-01,1.2,ml,10
male_cones,1983-06-01,0.08,ml,10
structural,1983-06-01,1.88,ml,10
total_litter,1983-06-01,3.16,ml,10
pine_needles,1983-06-29,1.12,ml,10
male_cones,1983-06-29,1.12,ml,10
structural,1983-06-29,1.6,ml,10
total_litter,1983-06-29,3.84,ml,10
pine_needles,1983-08-04,1.88,ml,10
male_cones,1983-08-04,0.48,ml,10
structural,1983-08-04,1.52,ml,10
total_litter,1983-08-04,3.88,ml,10
pine_needles,1983-08-23,0.44,ml,10
male_cones,1983-08-23,0.12,ml,10
structural,1983-08-23,13.6,ml,10
total_litter,1983-08-23,14.16,ml,10
pine_needles,1983-09-07,0.04,ml,10
male_cones,1983-09-07,0,ml,10
structural,1983-09-07,2.36,ml,10
total_litter,1983-09-07,2.4,ml,10
pine_needles,1983-09-21,2.8,ml,10
male_cones,1983-09-21,0,ml,10
structural,1983-09-21,0.04,ml,10
total_litter,1983-09-21,2.84,ml,10
pine_needles,1983-10-06,3.12,ml,10
male_cones,1983-10-06,0.08,ml,10
structural,1983-10-06,1.36,ml,10
total_litter,1983-10-06,29.64,ml,10
pine_needles,1984-05-03,8.2,ml,10
male_cones,1984-05-03,0.2,ml,10
structural,1984-05-03,7,ml,10
total_litter,1984-05-03,29.64,ml,10
alder_leaves,1983-10-06,25,ml,10
alder_leaves,1984-05-03,14.24,ml,10
pine_needles,1983-06-01,3.184,ml,11
male_cones,1983-06-01,0.064,ml,11
structural,1983-06-01,0.832,ml,11
total_litter,1983-06-01,4.08,ml,11
pine_needles,1983-06-29,7.296,ml,11
male_cones,1983-06-29,1.456,ml,11
structural,1983-06-29,1.308,ml,11
total_litter,1983-06-29,10.06,ml,11
pine_needles,1983-08-04,5.156,ml,11
male_cones,1983-08-04,1.716,ml,11
structural,1983-08-04,1.752,ml,11
total_litter,1983-08-04,8.624,ml,11
pine_needles,1983-08-23,2.68,ml,11
male_cones,1983-08-23,0.145,ml,11
structural,1983-08-23,2.225,ml,11
total_litter,1983-08-23,5.05,ml,11
pine_needles,1983-09-07,1.545,ml,11
male_cones,1983-09-07,0.025,ml,11
structural,1983-09-07,1.57,ml,11
total_litter,1983-09-07,3.14,ml,11
pine_needles,1983-09-21,6.332,ml,11
male_cones,1983-09-21,0.028,ml,11
structural,1983-09-21,0.608,ml,11
total_litter,1983-09-21,6.968,ml,11
pine_needles,1983-10-06,10.8,ml,11
male_cones,1983-10-06,0.836,ml,11
structural,1983-10-06,2.68,ml,11
total_litter,1983-10-06,17.088,ml,11
pine_needles,1984-05-03,32.67,ml,11
male_cones,1984-05-03,0.044,ml,11
structural,1984-05-03,4.08,ml,11
total_litter,1984-05-03,38.884,ml,11
alder_leaves,1983-10-06,2.76,ml,11
alder_leaves,1984-05-03,2.092,ml,11
pine_needles,1983-06-01,1.58416,ml,12
male_cones,1983-06-01,0.053996,ml,12
structural,1983-06-01,0.99899,ml,12
total_litter,1983-06-01,1.90968,ml,12
pine_needles,1983-06-29,4.1642,ml,12
male_cones,1983-06-29,0.93926,ml,12
structural,1983-06-29,1.76444,ml,12
total_litter,1983-06-29,5.9182,ml,12
pine_needles,1983-08-04,3.1617,ml,12
male_cones,1983-08-04,1.30387,ml,12
structural,1983-08-04,2.82368,ml,12
total_litter,1983-08-04,6.1255,ml,12
pine_needles,1983-08-23,2.18984,ml,12
male_cones,1983-08-23,0.106771,ml,12
structural,1983-08-23,4.621,ml,12
total_litter,1983-08-23,6.9176,ml,12
pine_needles,1983-09-07,1.1374,ml,12
male_cones,1983-09-07,0.020702,ml,12
structural,1983-09-07,2.094,ml,12
total_litter,1983-09-07,3.25208,ml,12
pine_needles,1983-09-21,3.0588,ml,12
male_cones,1983-09-21,0.0329308,ml,12
structural,1983-09-21,0.87082,ml,12
total_litter,1983-09-21,3.9626,ml,12
pine_needles,1983-10-06,5.6,ml,12
male_cones,1983-10-06,2.53176,ml,12
structural,1983-10-06,6.8835,ml,12
total_litter,1983-10-06,11.344,ml,12
pine_needles,1984-05-03,16.36,ml,12
male_cones,1984-05-03,0.066533,ml,12
structural,1984-05-03,4.08,ml,12
total_litter,1984-05-03,17.4008,ml,12
alder_leaves,1983-10-06,7.8555,ml,12
alder_leaves,1984-05-03,4.7567,ml,12
pine_needles,1983-06-14,12.64,oi,1
male_cones,1983-06-14,0,oi,1
structural,1983-06-14,2.72,oi,1
total_litter,1983-06-14,15.36,oi,1
pine_needles,1983-08-02,11.5584,oi,1
male_cones,1983-08-02,0.09879,oi,1
structural,1983-08-02,1.0867,oi,1
total_litter,1983-08-02,12.7439,oi,1
pine_needles,1983-08-24,1.7782,oi,1
male_cones,1983-08-24,0.09879,oi,1
structural,1983-08-24,13.1391,oi,1
total_litter,1983-08-24,15.0161,oi,1
pine_needles,1983-09-09,3.85281,oi,1
male_cones,1983-09-09,0,oi,1
structural,1983-09-09,0.19758,oi,1
total_litter,1983-09-09,4.05039,oi,1
pine_needles,1983-09-22,13.1391,oi,1
male_cones,1983-09-22,0,oi,1
structural,1983-09-22,1.18548,oi,1
total_litter,1983-09-22,14.3245,oi,1
pine_needles,1983-10-06,5.7298,oi,1
male_cones,1983-10-06,0,oi,1
structural,1983-10-06,0,oi,1
total_litter,1983-10-06,5.7298,oi,1
pine_needles,1984-05-12,26.2781,oi,1
male_cones,1984-05-12,0,oi,1
structural,1984-05-12,4.64313,oi,1
total_litter,1984-05-12,30.9212,oi,1
pine_needles,1983-06-14,13.36,oi,2
male_cones,1983-06-14,0,oi,2
structural,1983-06-14,0,oi,2
total_litter,1983-06-14,13.36,oi,2
pine_needles,1983-08-02,13.2379,oi,2
male_cones,1983-08-02,0.09879,oi,2
structural,1983-08-02,0.4939,oi,2
total_litter,1983-08-02,13.8306,oi,2
pine_needles,1983-08-24,2.6673,oi,2
male_cones,1983-08-24,0,oi,2
structural,1983-08-24,0.6915,oi,2
total_litter,1983-08-24,3.3589,oi,2
pine_needles,1983-09-09,4.54434,oi,2
male_cones,1983-09-09,0,oi,2
structural,1983-09-09,0.09879,oi,2
total_litter,1983-09-09,4.64313,oi,2
pine_needles,1983-09-22,11.1633,oi,2
male_cones,1983-09-22,0,oi,2
structural,1983-09-22,1.18548,oi,2
total_litter,1983-09-22,12.3487,oi,2
pine_needles,1983-10-06,6.3226,oi,2
male_cones,1983-10-06,0,oi,2
structural,1983-10-06,0,oi,2
total_litter,1983-10-06,6.3226,oi,2
pine_needles,1984-05-12,33.8849,oi,2
male_cones,1984-05-12,0,oi,2
structural,1984-05-12,0.09879,oi,2
total_litter,1984-05-12,33.9837,oi,2
pine_needles,1983-06-14,6.08,oi,3
male_cones,1983-06-14,0,oi,3
structural,1983-06-14,0.08,oi,3
total_litter,1983-06-14,6.16,oi,3
pine_needles,1983-08-02,8.5947,oi,3
male_cones,1983-08-02,1.28427,oi,3
structural,1983-08-02,0.2964,oi,3
total_litter,1983-08-02,10.1754,oi,3
pine_needles,1983-08-24,1.877,oi,3
male_cones,1983-08-24,0.29637,oi,3
structural,1983-08-24,0.0988,oi,3
total_litter,1983-08-24,2.2722,oi,3
pine_needles,1983-09-09,2.27217,oi,3
male_cones,1983-09-09,0,oi,3
structural,1983-09-09,0.09879,oi,3
total_litter,1983-09-09,2.37096,oi,3
pine_needles,1983-09-22,7.6068,oi,3
male_cones,1983-09-22,0,oi,3
structural,1983-09-22,0.09879,oi,3
total_litter,1983-09-22,7.7056,oi,3
pine_needles,1983-10-06,5.5322,oi,3
male_cones,1983-10-06,0.09879,oi,3
structural,1983-10-06,0.09879,oi,3
total_litter,1983-10-06,5.7298,oi,3
pine_needles,1984-05-12,19.1653,oi,3
male_cones,1984-05-12,0,oi,3
structural,1984-05-12,0.29637,oi,3
total_litter,1984-05-12,19.4616,oi,3
pine_needles,1983-06-14,NA,oi,4
male_cones,1983-06-14,NA,oi,4
structural,1983-06-14,NA,oi,4
total_litter,1983-06-14,NA,oi,4
pine_needles,1983-08-02,8.1008,oi,4
male_cones,1983-08-02,2.27217,oi,4
structural,1983-08-02,0.4939,oi,4
total_litter,1983-08-02,10.8669,oi,4
pine_needles,1983-08-24,1.877,oi,4
male_cones,1983-08-24,0.19758,oi,4
structural,1983-08-24,0.1976,oi,4
total_litter,1983-08-24,2.2722,oi,4
pine_needles,1983-09-09,2.07459,oi,4
male_cones,1983-09-09,0.09879,oi,4
structural,1983-09-09,0.39516,oi,4
total_litter,1983-09-09,2.56854,oi,4
pine_needles,1983-09-22,7.6068,oi,4
male_cones,1983-09-22,0.09879,oi,4
structural,1983-09-22,1.77822,oi,4
total_litter,1983-09-22,9.4838,oi,4
pine_needles,1983-10-06,6.3226,oi,4
male_cones,1983-10-06,0.09879,oi,4
structural,1983-10-06,0.09879,oi,4
total_litter,1983-10-06,6.5201,oi,4
pine_needles,1984-05-12,31.0201,oi,4
male_cones,1984-05-12,0,oi,4
structural,1984-05-12,0.09879,oi,4
total_litter,1984-05-12,31.1188,oi,4
pine_needles,1983-06-14,NA,oi,5
male_cones,1983-06-14,NA,oi,5
structural,1983-06-14,NA,oi,5
total_litter,1983-06-14,NA,oi,5
pine_needles,1983-08-02,25.7842,oi,5
male_cones,1983-08-02,0.19758,oi,5
structural,1983-08-02,12.5463,oi,5
total_litter,1983-08-02,38.5281,oi,5
pine_needles,1983-08-24,12.0524,oi,5
male_cones,1983-08-24,0,oi,5
structural,1983-08-24,0.3952,oi,5
total_litter,1983-08-24,12.4475,oi,5
pine_needles,1983-09-09,7.50804,oi,5
male_cones,1983-09-09,0,oi,5
structural,1983-09-09,0.09879,oi,5
total_litter,1983-09-09,7.60683,oi,5
pine_needles,1983-09-22,9.5826,oi,5
male_cones,1983-09-22,0,oi,5
structural,1983-09-22,0.29637,oi,5
total_litter,1983-09-22,9.879,oi,5
pine_needles,1983-10-06,10.1754,oi,5
male_cones,1983-10-06,0,oi,5
structural,1983-10-06,0.19758,oi,5
total_litter,1983-10-06,10.3729,oi,5
pine_needles,1984-05-12,33.8849,oi,5
male_cones,1984-05-12,0,oi,5
structural,1984-05-12,0.09879,oi,5
total_litter,1984-05-12,33.9837,oi,5
pine_needles,1983-06-14,NA,oi,6
male_cones,1983-06-14,NA,oi,6
structural,1983-06-14,NA,oi,6
total_litter,1983-06-14,NA,oi,6
pine_needles,1983-08-02,4.7419,oi,6
male_cones,1983-08-02,0.09879,oi,6
structural,1983-08-02,0.0988,oi,6
total_litter,1983-08-02,4.9395,oi,6
pine_needles,1983-08-24,4.1492000000000004,oi,6
male_cones,1983-08-24,0,oi,6
structural,1983-08-24,0,oi,6
total_litter,1983-08-24,4.1492000000000004,oi,6
pine_needles,1983-09-09,3.75402,oi,6
male_cones,1983-09-09,0,oi,6
structural,1983-09-09,0,oi,6
total_litter,1983-09-09,3.75402,oi,6
pine_needles,1983-09-22,1.5806,oi,6
male_cones,1983-09-22,0,oi,6
structural,1983-09-22,0,oi,6
total_litter,1983-09-22,1.5806,oi,6
pine_needles,1983-10-06,3.2601,oi,6
male_cones,1983-10-06,0,oi,6
structural,1983-10-06,0.09879,oi,6
total_litter,1983-10-06,3.3589,oi,6
pine_needles,1984-05-12,15.7076,oi,6
male_cones,1984-05-12,0,oi,6
structural,1984-05-12,0.88911,oi,6
total_litter,1984-05-12,16.5967,oi,6
pine_needles,1983-06-14,NA,oi,7
male_cones,1983-06-14,NA,oi,7
structural,1983-06-14,NA,oi,7
total_litter,1983-06-14,NA,oi,7
pine_needles,1983-08-02,5.631,oi,7
male_cones,1983-08-02,3.26007,oi,7
structural,1983-08-02,0.0988,oi,7
total_litter,1983-08-02,8.9899,oi,7
pine_needles,1983-08-24,8.8911,oi,7
male_cones,1983-08-24,0.29637,oi,7
structural,1983-08-24,0.0988,oi,7
total_litter,1983-08-24,9.2863,oi,7
pine_needles,1983-09-09,1.28427,oi,7
male_cones,1983-09-09,0,oi,7
structural,1983-09-09,0.39516,oi,7
total_litter,1983-09-09,1.67943,oi,7
pine_needles,1983-09-22,3.2601,oi,7
male_cones,1983-09-22,0.09879,oi,7
structural,1983-09-22,0.59274,oi,7
total_litter,1983-09-22,3.9516,oi,7
pine_needles,1983-10-06,2.9637,oi,7
male_cones,1983-10-06,0.09879,oi,7
structural,1983-10-06,0,oi,7
total_litter,1983-10-06,3.0625,oi,7
pine_needles,1984-05-12,15.0161,oi,7
male_cones,1984-05-12,0,oi,7
structural,1984-05-12,0,oi,7
total_litter,1984-05-12,15.0161,oi,7
pine_needles,1983-06-14,2.64,oi,8
male_cones,1983-06-14,0,oi,8
structural,1983-06-14,8.8,oi,8
total_litter,1983-06-14,11.44,oi,8
pine_needles,1983-08-02,7.8044,oi,8
male_cones,1983-08-02,0.19758,oi,8
structural,1983-08-02,0.0988,oi,8
total_litter,1983-08-02,8.1008,oi,8
pine_needles,1983-08-24,3.4576,oi,8
male_cones,1983-08-24,0.09879,oi,8
structural,1983-08-24,0,oi,8
total_litter,1983-08-24,3.5564,oi,8
pine_needles,1983-09-09,2.07459,oi,8
male_cones,1983-09-09,0,oi,8
structural,1983-09-09,0.19758,oi,8
total_litter,1983-09-09,2.27217,oi,8
pine_needles,1983-09-22,4.1492000000000004,oi,8
male_cones,1983-09-22,0,oi,8
structural,1983-09-22,0,oi,8
total_litter,1983-09-22,4.1492000000000004,oi,8
pine_needles,1983-10-06,4.4455,oi,8
male_cones,1983-10-06,0,oi,8
structural,1983-10-06,0.09879,oi,8
total_litter,1983-10-06,4.5443,oi,8
pine_needles,1984-05-12,16.5967,oi,8
male_cones,1984-05-12,0,oi,8
structural,1984-05-12,0.09879,oi,8
total_litter,1984-05-12,16.6955,oi,8
pine_needles,1983-06-14,10.24,oi,9
male_cones,1983-06-14,0,oi,9
structural,1983-06-14,0.24,oi,9
total_litter,1983-06-14,10.48,oi,9
pine_needles,1983-08-02,13.4354,oi,9
male_cones,1983-08-02,0.79032,oi,9
structural,1983-08-02,0.3952,oi,9
total_litter,1983-08-02,14.6209,oi,9
pine_needles,1983-08-24,27.6612,oi,9
male_cones,1983-08-24,0.09879,oi,9
structural,1983-08-24,1.7782,oi,9
total_litter,1983-08-24,29.5382,oi,9
pine_needles,1983-09-09,5.72982,oi,9
male_cones,1983-09-09,0,oi,9
structural,1983-09-09,0.09879,oi,9
total_litter,1983-09-09,5.82861,oi,9
pine_needles,1983-09-22,4.6431,oi,9
male_cones,1983-09-22,0,oi,9
structural,1983-09-22,0,oi,9
total_litter,1983-09-22,4.6431,oi,9
pine_needles,1983-10-06,10.5705,oi,9
male_cones,1983-10-06,0.09879,oi,9
structural,1983-10-06,2.17338,oi,9
total_litter,1983-10-06,12.8427,oi,9
pine_needles,1984-05-12,50.5805,oi,9
male_cones,1984-05-12,0.09879,oi,9
structural,1984-05-12,2.07459,oi,9
total_litter,1984-05-12,52.7538,oi,9
pine_needles,1983-06-14,NA,oi,10
male_cones,1983-06-14,NA,oi,10
structural,1983-06-14,NA,oi,10
total_litter,1983-06-14,NA,oi,10
pine_needles,1983-08-02,15.2137,oi,10
male_cones,1983-08-02,6.32256,oi,10
structural,1983-08-02,0.1976,oi,10
total_litter,1983-08-02,21.7338,oi,10
pine_needles,1983-08-24,9.385,oi,10
male_cones,1983-08-24,0.09879,oi,10
structural,1983-08-24,0.5927,oi,10
total_litter,1983-08-24,10.0766,oi,10
pine_needles,1983-09-09,4.9395,oi,10
male_cones,1983-09-09,0.19758,oi,10
structural,1983-09-09,0.29637,oi,10
total_litter,1983-09-09,5.43345,oi,10
pine_needles,1983-09-22,10.0766,oi,10
male_cones,1983-09-22,0,oi,10
structural,1983-09-22,0,oi,10
total_litter,1983-09-22,10.0766,oi,10
pine_needles,1983-10-06,8.5947,oi,10
male_cones,1983-10-06,0,oi,10
structural,1983-10-06,0.09879,oi,10
total_litter,1983-10-06,8.6935,oi,10
pine_needles,1984-05-12,32.8971,oi,10
male_cones,1984-05-12,0.09879,oi,10
structural,1984-05-12,0.29637,oi,10
total_litter,1984-05-12,33.2922,oi,10
pine_needles,1983-06-14,8.992,oi,11
male_cones,1983-06-14,0,oi,11
structural,1983-06-14,2.368,oi,11
total_litter,1983-06-14,11.36,oi,11
pine_needles,1983-08-02,11.4102,oi,11
male_cones,1983-08-02,1.46209,oi,11
structural,1983-08-02,1.5806,oi,11
total_litter,1983-08-02,14.453,oi,11
pine_needles,1983-08-24,7.3796,oi,11
male_cones,1983-08-24,0.118548,oi,11
structural,1983-08-24,1.6992,oi,11
total_litter,1983-08-24,9.1973,oi,11
pine_needles,1983-09-09,3.80341,oi,11
male_cones,1983-09-09,0.029637,oi,11
structural,1983-09-09,0.187701,oi,11
total_litter,1983-09-09,4.02075,oi,11
pine_needles,1983-09-22,7.2808,oi,11
male_cones,1983-09-22,0.019758,oi,11
structural,1983-09-22,0.51371,oi,11
total_litter,1983-09-22,7.8143,oi,11
pine_needles,1983-10-06,6.3917,oi,11
male_cones,1983-10-06,0.039516,oi,11
structural,1983-10-06,0.28649,oi,11
total_litter,1983-10-06,6.7177,oi,11
pine_needles,1984-05-12,27.5031,oi,11
male_cones,1984-05-12,0.019758,oi,11
structural,1984-05-12,0.85947,oi,11
total_litter,1984-05-12,28.3824,oi,11
pine_needles,1983-06-14,4.549,oi,12
male_cones,1983-06-14,0,oi,12
structural,1983-06-14,3.77048,oi,12
total_litter,1983-06-14,3.4576,oi,12
pine_needles,1983-08-02,6.1309,oi,12
male_cones,1983-08-02,2.02127,oi,12
structural,1983-08-02,3.8645,oi,12
total_litter,1983-08-02,9.5906,oi,12
pine_needles,1983-08-24,8.0238,oi,12
male_cones,1983-08-24,0.112155,oi,12
structural,1983-08-24,4.0547,oi,12
total_litter,1983-08-24,12.1908,oi,12
pine_needles,1983-09-09,1.94217,oi,12
male_cones,1983-09-09,0.066678,oi,12
structural,1983-09-09,0.135374,oi,12
total_litter,1983-09-09,2.14423,oi,12
pine_needles,1983-09-22,3.7734,oi,12
male_cones,1983-09-22,0.041654,oi,12
structural,1983-09-22,0.64831,oi,12
total_litter,1983-09-22,4.4633,oi,12
pine_needles,1983-10-06,2.6492,oi,12
male_cones,1983-10-06,0.051015,oi,12
structural,1983-10-06,0.66588,oi,12
total_litter,1983-10-06,3.0965,oi,12
pine_needles,1984-05-12,11.2571,oi,12
male_cones,1984-05-12,0.041654,oi,12
structural,1984-05-12,1.47124,oi,12
total_litter,1984-05-12,11.6832,oi,12
pine_needles,1983-06-05,3.96,sa,1
spruce_needles,1983-06-05,0,sa,1
aspen_leaves,1983-06-05,0,sa,1
male_cones,1983-06-05,0.28,sa,1
structural,1983-06-05,1.96,sa,1
total_litter,1983-06-05,6.2,sa,1
pine_needles,1983-07-04,5.36,sa,1
spruce_needles,1983-07-04,0,sa,1
aspen_leaves,1983-07-04,0,sa,1
male_cones,1983-07-04,1.36,sa,1
structural,1983-07-04,0.12,sa,1
total_litter,1983-07-04,11.76,sa,1
pine_needles,1983-08-03,4.44,sa,1
spruce_needles,1983-08-03,0,sa,1
aspen_leaves,1983-08-03,0,sa,1
male_cones,1983-08-03,2.4,sa,1
structural,1983-08-03,1.64,sa,1
total_litter,1983-08-03,8.48,sa,1
pine_needles,1983-08-26,2.96,sa,1
spruce_needles,1983-08-26,0,sa,1
aspen_leaves,1983-08-26,0,sa,1
male_cones,1983-08-26,0.28,sa,1
structural,1983-08-26,0.48,sa,1
total_litter,1983-08-26,3.72,sa,1
pine_needles,1983-09-10,2.84,sa,1
spruce_needles,1983-09-10,0,sa,1
aspen_leaves,1983-09-10,0,sa,1
male_cones,1983-09-10,0.16,sa,1
structural,1983-09-10,1.12,sa,1
total_litter,1983-09-10,4.12,sa,1
pine_needles,1983-09-27,NA,sa,1
spruce_needles,1983-09-27,NA,sa,1
aspen_leaves,1983-09-27,NA,sa,1
male_cones,1983-09-27,NA,sa,1
structural,1983-09-27,NA,sa,1
total_litter,1983-09-27,NA,sa,1
pine_needles,1983-10-09,5.36,sa,1
spruce_needles,1983-10-09,0.08,sa,1
aspen_leaves,1983-10-09,0,sa,1
male_cones,1983-10-09,0.04,sa,1
structural,1983-10-09,0.6,sa,1
total_litter,1983-10-09,6.08,sa,1
pine_needles,1984-05-06,30.52,sa,1
spruce_needles,1984-05-06,0.04,sa,1
aspen_leaves,1984-05-06,0,sa,1
male_cones,1984-05-06,0.04,sa,1
structural,1984-05-06,3.52,sa,1
total_litter,1984-05-06,34.12,sa,1
pine_needles,1983-06-05,5.04,sa,2
spruce_needles,1983-06-05,0,sa,2
aspen_leaves,1983-06-05,0,sa,2
male_cones,1983-06-05,0.2,sa,2
structural,1983-06-05,0.76,sa,2
total_litter,1983-06-05,6,sa,2
pine_needles,1983-07-04,6.16,sa,2
spruce_needles,1983-07-04,0,sa,2
aspen_leaves,1983-07-04,0,sa,2
male_cones,1983-07-04,0.92,sa,2
structural,1983-07-04,1.76,sa,2
total_litter,1983-07-04,8.84,sa,2
pine_needles,1983-08-03,4.08,sa,2
spruce_needles,1983-08-03,0,sa,2
aspen_leaves,1983-08-03,0,sa,2
male_cones,1983-08-03,1.68,sa,2
structural,1983-08-03,13.8,sa,2
total_litter,1983-08-03,19.56,sa,2
pine_needles,1983-08-26,1.88,sa,2
spruce_needles,1983-08-26,0,sa,2
aspen_leaves,1983-08-26,0,sa,2
male_cones,1983-08-26,0.32,sa,2
structural,1983-08-26,2.6,sa,2
total_litter,1983-08-26,4.8,sa,2
pine_needles,1983-09-10,2.72,sa,2
spruce_needles,1983-09-10,0.32,sa,2
aspen_leaves,1983-09-10,0,sa,2
male_cones,1983-09-10,0.08,sa,2
structural,1983-09-10,0.56,sa,2
total_litter,1983-09-10,3.68,sa,2
pine_needles,1983-09-27,NA,sa,2
spruce_needles,1983-09-27,NA,sa,2
aspen_leaves,1983-09-27,NA,sa,2
male_cones,1983-09-27,NA,sa,2
structural,1983-09-27,NA,sa,2
total_litter,1983-09-27,NA,sa,2
pine_needles,1983-10-09,5.48,sa,2
spruce_needles,1983-10-09,0,sa,2
aspen_leaves,1983-10-09,0,sa,2
male_cones,1983-10-09,0,sa,2
structural,1983-10-09,0.56,sa,2
total_litter,1983-10-09,6.04,sa,2
pine_needles,1984-05-06,25.36,sa,2
spruce_needles,1984-05-06,0,sa,2
aspen_leaves,1984-05-06,0.28,sa,2
male_cones,1984-05-06,0.04,sa,2
structural,1984-05-06,13.56,sa,2
total_litter,1984-05-06,39.24,sa,2
pine_needles,1983-06-05,4.2,sa,3
spruce_needles,1983-06-05,4.24,sa,3
aspen_leaves,1983-06-05,0,sa,3
male_cones,1983-06-05,0.32,sa,3
structural,1983-06-05,0.88,sa,3
total_litter,1983-06-05,9.64,sa,3
pine_needles,1983-07-04,5.96,sa,3
spruce_needles,1983-07-04,5.96,sa,3
aspen_leaves,1983-07-04,0,sa,3
male_cones,1983-07-04,1.08,sa,3
structural,1983-07-04,3.8,sa,3
total_litter,1983-07-04,16.8,sa,3
pine_needles,1983-08-03,4,sa,3
spruce_needles,1983-08-03,2.24,sa,3
aspen_leaves,1983-08-03,0,sa,3
male_cones,1983-08-03,1.2,sa,3
structural,1983-08-03,2.24,sa,3
total_litter,1983-08-03,9.68,sa,3
pine_needles,1983-08-26,2.32,sa,3
spruce_needles,1983-08-26,2.32,sa,3
aspen_leaves,1983-08-26,0.72,sa,3
male_cones,1983-08-26,0.24,sa,3
structural,1983-08-26,0.64,sa,3
total_litter,1983-08-26,5.52,sa,3
pine_needles,1983-09-10,1.52,sa,3
spruce_needles,1983-09-10,5,sa,3
aspen_leaves,1983-09-10,0,sa,3
male_cones,1983-09-10,0.12,sa,3
structural,1983-09-10,0.48,sa,3
total_litter,1983-09-10,7.12,sa,3
pine_needles,1983-09-27,NA,sa,3
spruce_needles,1983-09-27,NA,sa,3
aspen_leaves,1983-09-27,NA,sa,3
male_cones,1983-09-27,NA,sa,3
structural,1983-09-27,NA,sa,3
total_litter,1983-09-27,NA,sa,3
pine_needles,1983-10-09,3.04,sa,3
spruce_needles,1983-10-09,12.68,sa,3
aspen_leaves,1983-10-09,12.68,sa,3
male_cones,1983-10-09,0,sa,3
structural,1983-10-09,0.36,sa,3
total_litter,1983-10-09,28.76,sa,3
pine_needles,1984-05-06,30.44,sa,3
spruce_needles,1984-05-06,21.2,sa,3
aspen_leaves,1984-05-06,0.8,sa,3
male_cones,1984-05-06,0.24,sa,3
structural,1984-05-06,9.64,sa,3
total_litter,1984-05-06,62.32,sa,3
pine_needles,1983-06-05,4.2,sa,4
spruce_needles,1983-06-05,0,sa,4
aspen_leaves,1983-06-05,0,sa,4
male_cones,1983-06-05,0.2,sa,4
structural,1983-06-05,0.76,sa,4
total_litter,1983-06-05,5.16,sa,4
pine_needles,1983-07-04,4.52,sa,4
spruce_needles,1983-07-04,0,sa,4
aspen_leaves,1983-07-04,0,sa,4
male_cones,1983-07-04,0.72,sa,4
structural,1983-07-04,1.2,sa,4
total_litter,1983-07-04,6.44,sa,4
pine_needles,1983-08-03,3.68,sa,4
spruce_needles,1983-08-03,0,sa,4
aspen_leaves,1983-08-03,0,sa,4
male_cones,1983-08-03,2.12,sa,4
structural,1983-08-03,3.28,sa,4
total_litter,1983-08-03,9.08,sa,4
pine_needles,1983-08-26,2.64,sa,4
spruce_needles,1983-08-26,0,sa,4
aspen_leaves,1983-08-26,0,sa,4
male_cones,1983-08-26,0.12,sa,4
structural,1983-08-26,1.48,sa,4
total_litter,1983-08-26,4.24,sa,4
pine_needles,1983-09-10,2.68,sa,4
spruce_needles,1983-09-10,0,sa,4
aspen_leaves,1983-09-10,0,sa,4
male_cones,1983-09-10,0.2,sa,4
structural,1983-09-10,2.36,sa,4
total_litter,1983-09-10,5.24,sa,4
pine_needles,1983-09-27,NA,sa,4
spruce_needles,1983-09-27,NA,sa,4
aspen_leaves,1983-09-27,NA,sa,4
male_cones,1983-09-27,NA,sa,4
structural,1983-09-27,NA,sa,4
total_litter,1983-09-27,NA,sa,4
pine_needles,1983-10-09,2.88,sa,4
spruce_needles,1983-10-09,0.32,sa,4
aspen_leaves,1983-10-09,0.68,sa,4
male_cones,1983-10-09,0.04,sa,4
structural,1983-10-09,0.2,sa,4
total_litter,1983-10-09,4.12,sa,4
